source_path,status,notes
"Expo Outdoor/Product Image/expo_outdoor-04.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Expo Outdoor/Product Image/expo_outdoor-05.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Expo Outdoor/Product Image/expo_outdoor-05.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Expo Outdoor/Product Image/expo_outdoor-06.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Expo Outdoor/Product Image/expo_outdoor-07.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Expo Outdoor/Product Image/Expo_Outdoor-Blue.bmp",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Expo Outdoor/Product Image/expo_outdoor-blue.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Expo Outdoor/Product Image/Expo_Outdoor-Gray.bmp",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Expo Outdoor/Product Image/expo_outdoor-gray.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Expo Outdoor/Product Image/page-expo_outdoor.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Expo Outdoor/Table Details/expo_outdoor-02.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Expo Outdoor/Table Details/expo_outdoor-06.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Expo Outdoor/Table Details/handle.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Expo Outdoor/Table Details/Net photo.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Expo Outdoor/Table Details/tiger-pingpong-expo-indoor-table-wheels.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Expo Outdoor/Table Details/tiger-pingpong-expo-outdoor-table-locking-system.webp",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Hero/Asset 25.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Hero/IMG_0444.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Hero/IMG_0445.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Hero/IMG_0533.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Hero/IMG_0534.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Hero/IMG_0535.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Hero/IMG_0536.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Hero/IMG_0539.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Hero/IMG_0540.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Hero/IMG_0541.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Hero/IMG_0542.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Hero/IMG_0543.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Hero/IMG_0856.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Hero/IMG_3464.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Hero/IMG_3469.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Hero/tpp-social-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Hero/tpp-social-4.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/71cfc536d97a2289ac64f5809e279394.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/7bfd1521728aa42c4c356c707704d720.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/a8caad7c24a0765ece9c893a0b63c340.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/d67f30ed05cfe08a699a3851349ab5b4.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/fbc001d081bffc2668e4bf913ac8ec12.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_0534.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_0536.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_0608.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_0609.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_0610.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_0616.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_0617.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_0618.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_0619.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_0620.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_0621.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_0626.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_0627.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_0628.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_0945.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_2429.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_2462.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/IMG_4745.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/tpp-social-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Home Page/Table_s In action/tppc-fcf-03.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Net & Post/home_accessories-net_post_set.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Net & Post/net-01.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Net & Post/net-01.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Net & Post/net-02.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Net & Post/net-02.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Net & Post/net-03.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Net & Post/page-net.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Plaza/Hero/20220304_115903.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Plaza/Hero/20220304_115917.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Plaza/Hero/Asset 18.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Plaza/Hero/Asset 18.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Plaza/Hero/Screen Shot 2022-02-02 at 2.52.46 PM.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Plaza/IMG_2795.HEIC",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Plaza/IMG_2797 (1).HEIC",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Plaza/IMG_2798.HEIC",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Plaza/IMG_3418 (1).HEIC",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Plaza/Product Image/plaza_outdoor-01.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Plaza/Product Image/plaza_outdoor.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Plaza/Table Details/IMG_3423.HEIC",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Plaza/Table Details/plaza_outdoor-04.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Plaza/Table Details/plaza_outdoor-05.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Product Image/portland_indoor-01.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Product Image/portland_indoor-01.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Product Image/portland_indoor-02.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Product Image/portland_indoor-02.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Product Image/portland_indoor-03.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Product Image/portland_indoor-03.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Product Image/portland_indoor-06.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Product Image/portland_indoor-06.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Product Image/portland_indoor-07.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Product Image/portland_indoor-07.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Product Image/Portland_Indoor-Gray.bmp",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Product Image/Portland_Indoor-Green.bmp",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Table -/IMG_2405.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Table -/IMG_7803.jpeg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Table Details/Net Photo.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Table Details/portland_indoor-03.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Table Details/portland_indoor-05.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Indoor/Table Details/portland_indoor-06.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Hero/IMG_0444.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Hero/IMG_0646-2.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Hero/IMG_4915 (1).JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Hero/IMG_4919 (1).JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Hero/IMG_4919 (2).JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Hero/Mask Group 3.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Product Image/portland_outdoor-03.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Product Image/portland_outdoor-03.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Product Image/portland_outdoor-04.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Product Image/portland_outdoor-04.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Product Image/portland_outdoor-05.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Product Image/portland_outdoor-05.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Product Image/portland_outdoor-06.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Product Image/portland_outdoor-06.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Product Image/portland_outdoor-07.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Product Image/portland_outdoor-07.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Product Image/Portland_Outdoor-Blue.bmp",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Product Image/Portland_Outdoor-Gray.bmp",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Product Image/Pourtland Outdoor Grey Web.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Product Image/Pourtland Outdoor Grey Web.psd",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/1.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/2.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/3.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/4.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/5.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/6.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/7.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/Leg Leveler Sized.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/Portland outdoor V1 Storage Sized.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/Portland V1 Leg copy.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/Portland V1 Net copy.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/portland_outdoor-01.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/portland_outdoor-02.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/portland_outdoor-03.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/portland_outdoor-04.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/portland_outdoor-05.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/portland_outdoor-06.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/Single Person Playback Sized.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Details/tiger-pingpong-Portland outdoor V1-table-bat-ball-holder (1).png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0901.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0902.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0903.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0904.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0905.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0906.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0912.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0913.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0917.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0932.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0933.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0934.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0938.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0939.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0941.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0942.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0945.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0950.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0957.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_0959.JPG",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/good/IMG_1457.HEIC",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/Pourtland Outdoor Grey Web.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Portland Outdoor v1/Table Photos/Purtland Outdoor Blue Web.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/02/tp02-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/02/tp02-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/02/tp02-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/03/tp03-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/03/tp03-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/03/tp03-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/12/tp12-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/12/tp12-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/12/tp12-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/14/tp14-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/14/tp14-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/14/tp14-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/15/tp15-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/15/tp15-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/15/tp15-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/23/tp23-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/23/tp23-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/23/tp23-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/24/tp24-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/24/tp24-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/24/tp24-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/57/tp57-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/57/tp57-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/57/tp57-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/58/tp58-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/58/tp58-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/58/tp58-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/61/tp61-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/61/tp61-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/61/tp61-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/62/tp62-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/62/tp62-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/62/tp62-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/64/tp64-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/64/tp64-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/64/tp64-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/65/tp65-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/65/tp65-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/65/tp65-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/Instructions PDF/Tiger Part 40.png",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp01/tiger_tp01-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp01/tiger_tp01-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp01/tiger_tp01-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp01/tiger_tp01-4.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp02/tiger_tp02-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp02/tiger_tp02-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp02/tiger_tp02-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp03/tiger_tp03-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp03/tiger_tp03-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp03/tiger_tp03-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp12/tiger_tp12-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp12/tiger_tp12-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp12/tiger_tp12-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp14/tiger_tp14-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp14/tiger_tp14-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp14/tiger_tp14-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp15/tiger_tp15-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp15/tiger_tp15-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp15/tiger_tp15-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp23/tiger_tp23-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp23/tiger_tp23-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp23/tiger_tp23-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp24/tiger_tp24-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp24/tiger_tp24-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp24/tiger_tp24-3.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp57/tiger_tp57-1.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
"Replacement Parts/tp57/tiger_tp57-2.jpg",not_selected,"Retained locally; not an exact feature match selected in this implementation pass."
